Attendance,Current_GPA,Previous_GPA,GPA_Diff,NonProductive_Hrs,SemiProductive_Hrs,Productive_Hrs,Club_Score,Internship_Status,Family_Income,Sentiment_Score,Dropout_Prob
92,7.48,7.486304147755783,-0.01,2.2,1.3,1.1,4,1,>10 LPA,0.72,0.65
79,4.84,4.579511158281197,0.26,1.3,0.1,0.2,3,1,<1 LPA,-0.06,0.75
79,6.66,6.5285318352916875,0.13,0.4,0.2,0.5,4,1,1-5 LPA,-0.57,0.65
90,7.76,7.92967468245934,-0.17,1.8,1.4,2.9,1,1,<1 LPA,0.87,0.5
78,6.93,6.135313040334439,0.79,0.1,0.5,0.3,3,1,1-5 LPA,0.59,0.45
90,6.41,5.597296938408017,0.81,1.1,0.1,1.1,5,0,1-5 LPA,-0.89,0.9
45,9.96,8.849165956935032,1.11,1.6,0.8,1.3,4,0,5-10 LPA,1.0,0.7
45,9.28,7.999783116397031,1.28,1.1,1.2,0.6,5,1,1-5 LPA,0.39,0.65
42,7.74,6.766173846223617,0.97,2.8,0.6,2.8,0,0,1-5 LPA,-0.68,1.0
46,7.42,7.547570005443303,-0.13,3.5,1.9,1.3,3,0,>10 LPA,-0.53,1.0
90,7.72,7.0057699876064925,0.71,3.0,1.5,0.6,4,0,>10 LPA,0.38,0.5
47,5.21,5.620891571384877,-0.41,0.1,0.6,0.8,0,1,>10 LPA,0.56,1.0
81,6.37,6.3977709990020495,-0.03,0.4,2.1,1.2,4,1,5-10 LPA,-0.52,0.75
91,4.24,4.0,0.24,1.5,1.6,0.9,1,1,>10 LPA,-0.49,0.9
54,6.85,7.3739804673773515,-0.52,5.5,1.5,2.1,2,1,1-5 LPA,-0.39,1.0
86,7.26,7.908638916473368,-0.65,3.6,1.2,0.4,5,1,<1 LPA,0.2,0.65
68,5.37,4.574909860132117,0.8,3.7,0.0,0.4,4,1,<1 LPA,-0.66,0.95
72,9.78,10.0,-0.22,0.7,1.8,0.2,3,0,5-10 LPA,-0.79,0.8
91,9.46,8.77480141007264,0.69,1.1,0.7,0.0,4,0,>10 LPA,0.36,0.5
69,8.33,8.408136301398669,-0.08,1.3,4.3,0.0,4,0,<1 LPA,0.56,0.95
78,7.2,6.1884012744360275,1.01,0.3,2.6,2.0,4,0,5-10 LPA,0.0,0.5
66,9.22,7.78551483797234,1.43,0.1,1.3,1.1,4,0,5-10 LPA,-0.27,0.6
75,4.78,4.4737462483096255,0.31,5.9,0.4,1.1,3,0,>10 LPA,-0.14,0.9
68,8.74,8.64101684298013,0.1,0.6,0.3,1.0,3,1,5-10 LPA,-0.22,0.55
77,4.75,4.4318562451083165,0.32,0.5,0.6,1.9,4,1,>10 LPA,0.92,0.55
96,8.77,7.822775553421952,0.95,0.2,1.0,0.7,2,1,1-5 LPA,0.54,0.4
72,5.65,5.330080750295091,0.32,5.3,0.5,2.0,4,1,1-5 LPA,-0.58,1.0
76,9.26,9.475435802064586,-0.22,1.7,1.1,0.4,5,1,1-5 LPA,-0.23,0.65
66,9.66,9.62408557590197,0.04,2.2,0.3,2.6,5,1,1-5 LPA,0.09,0.45
94,4.89,5.036000824479371,-0.15,4.9,5.7,1.2,3,1,<1 LPA,0.23,0.9
72,6.78,6.243907839636614,0.54,0.8,0.2,0.3,5,0,5-10 LPA,-0.06,0.7
43,9.89,10.0,-0.11,1.9,4.0,0.8,5,0,5-10 LPA,0.62,0.85
61,6.9,5.9590613307561755,0.94,0.1,3.7,0.8,1,1,5-10 LPA,0.54,0.65
41,9.18,9.570048237669374,-0.39,0.4,1.1,0.1,4,1,1-5 LPA,0.01,0.65
49,7.53,8.47551287436797,-0.95,3.6,1.9,0.9,4,0,1-5 LPA,0.71,0.9
44,6.25,6.634726474199116,-0.38,2.9,0.9,0.4,4,0,1-5 LPA,0.5,1.0
98,5.71,5.547980618348136,0.16,0.9,1.5,0.1,4,1,<1 LPA,0.56,0.55
49,5.22,4.797362362669617,0.42,0.9,0.6,3.0,0,0,1-5 LPA,0.91,0.95
72,8.57,9.398870120837005,-0.83,1.5,0.5,1.0,4,1,<1 LPA,-0.47,0.85
93,6.32,5.181620059790662,1.14,0.0,1.3,2.1,3,0,<1 LPA,-0.46,0.8
77,7.07,6.293900591696286,0.78,0.6,1.0,1.1,3,1,5-10 LPA,0.78,0.45
52,6.95,6.631953787606623,0.32,0.5,1.3,0.4,0,0,<1 LPA,0.54,1.0
70,7.46,8.450123006009598,-0.99,0.6,0.5,0.7,4,1,>10 LPA,0.85,0.65
86,9.19,9.493814108832716,-0.3,3.3,0.7,1.1,2,0,1-5 LPA,-0.87,0.95
75,9.88,9.105563393191805,0.77,0.7,0.1,3.2,4,1,>10 LPA,0.26,0.25
84,6.45,6.201753835692077,0.25,0.4,0.1,0.3,3,1,<1 LPA,-0.71,0.65
63,8.97,8.478541484722966,0.49,1.4,0.4,2.1,1,1,1-5 LPA,0.01,0.5
91,8.59,8.022168806213172,0.57,4.0,0.1,2.6,5,1,1-5 LPA,-0.69,0.55
95,7.44,8.223111646845425,-0.78,0.6,0.2,1.1,1,1,5-10 LPA,-0.74,0.8
54,9.74,8.642605496589196,1.1,0.2,2.5,2.7,2,1,1-5 LPA,-0.98,0.7
68,5.2,6.4870246845874995,-1.29,0.9,0.1,0.5,4,1,1-5 LPA,0.26,0.9
47,4.66,5.322583752147699,-0.66,2.8,1.6,3.1,0,1,>10 LPA,-0.28,1.0
44,9.12,9.992689336482957,-0.87,1.6,0.5,1.2,4,1,1-5 LPA,-0.79,0.95
68,6.63,6.259648390379793,0.37,3.4,3.1,0.0,2,0,<1 LPA,-0.35,1.0
86,9.08,8.960047424736713,0.12,6.4,1.0,2.4,2,1,1-5 LPA,-0.66,0.7
43,9.36,8.21347854838023,1.15,3.1,0.5,0.7,5,1,5-10 LPA,0.88,0.65
51,4.37,4.0,0.37,1.9,1.1,0.6,2,1,1-5 LPA,-0.36,1.0
84,9.3,9.69492387811452,-0.39,1.4,0.7,0.8,1,1,1-5 LPA,-0.33,0.8
41,6.69,7.726850449425117,-1.04,0.1,1.2,0.2,5,1,<1 LPA,0.68,0.9
66,7.06,6.174274546558038,0.89,8.0,0.2,0.6,4,1,1-5 LPA,0.3,0.75
70,7.76,7.4675952504117875,0.29,1.0,6.0,1.8,4,1,5-10 LPA,0.42,0.5
90,9.56,9.438960623813983,0.12,0.3,0.8,0.0,0,1,1-5 LPA,0.27,0.5
90,4.11,4.0,0.11,2.2,0.6,0.3,2,1,1-5 LPA,0.89,0.7
75,6.86,7.33307939340672,-0.47,0.7,1.9,0.0,2,1,<1 LPA,-0.59,0.8
75,8.13,7.550807734605914,0.58,1.8,0.7,0.5,3,1,1-5 LPA,0.98,0.45
65,8.34,8.18368771905838,0.16,1.8,2.7,1.3,5,1,<1 LPA,0.66,0.55
82,8.16,7.798440502470498,0.36,1.2,0.9,1.6,3,1,1-5 LPA,0.18,0.45
66,4.81,4.17852919542426,0.63,3.6,1.9,2.9,5,1,1-5 LPA,0.32,0.65
44,5.8,5.794364011615556,0.01,0.6,0.2,0.9,1,0,>10 LPA,0.3,0.85
59,6.15,5.9775123371455825,0.17,1.2,2.8,0.3,5,1,<1 LPA,-0.88,0.95
50,8.83,8.532513694177068,0.3,1.5,2.0,2.6,4,1,1-5 LPA,-0.56,0.75
49,5.67,5.0872307026557255,0.58,2.2,0.4,1.5,0,0,1-5 LPA,0.92,1.0
79,5.26,5.515619736626364,-0.26,3.1,0.2,0.9,5,0,1-5 LPA,0.07,0.9
77,9.74,10.0,-0.26,1.0,0.6,1.2,5,1,>10 LPA,-0.24,0.55
45,4.05,4.161909786271302,-0.11,2.1,5.6,2.6,5,1,1-5 LPA,0.52,0.9
47,9.99,10.0,-0.01,0.3,0.4,1.2,0,1,<1 LPA,0.05,0.8
62,8.06,6.94782245987723,1.11,5.4,0.9,0.5,2,1,5-10 LPA,-0.97,0.9
86,8.97,9.096209151435016,-0.13,1.0,0.0,1.2,0,1,1-5 LPA,0.47,0.6
65,5.77,4.892105344823146,0.88,2.6,0.8,0.0,2,1,<1 LPA,0.46,0.8
85,4.09,4.0,0.09,0.0,1.3,0.5,4,0,1-5 LPA,-0.67,0.9
82,8.43,7.838502874032771,0.59,0.5,4.6,0.5,0,1,1-5 LPA,0.91,0.55
51,9.0,9.953519467530858,-0.95,1.3,1.1,0.2,2,0,5-10 LPA,-0.55,1.0
65,8.44,9.200012662935716,-0.76,4.2,2.6,0.0,4,1,<1 LPA,-0.08,0.85
52,4.86,5.05440377764352,-0.19,1.5,1.2,0.1,4,1,1-5 LPA,-0.77,1.0
79,8.52,7.293839552088055,1.23,5.3,0.1,1.1,2,1,1-5 LPA,0.21,0.6
57,8.61,8.45297547888965,0.16,1.3,0.6,1.6,2,1,1-5 LPA,-0.25,0.8
64,7.95,8.19136000712139,-0.24,1.3,1.3,4.4,1,0,>10 LPA,-0.29,0.75
72,8.6,8.740428983662879,-0.14,0.3,4.5,0.4,4,1,<1 LPA,0.65,0.6
86,9.08,7.604965133215403,1.48,3.2,2.9,0.9,2,0,>10 LPA,-0.98,0.75
79,7.68,6.9677457215841025,0.71,0.6,0.4,2.8,4,0,1-5 LPA,0.6,0.4
99,4.53,4.478737788681027,0.05,4.6,0.4,0.2,0,1,5-10 LPA,0.14,0.9
82,6.93,7.3590327276137515,-0.43,4.8,0.3,1.3,3,0,1-5 LPA,0.97,0.9
51,4.47,4.0,0.47,5.7,3.8,1.4,3,1,1-5 LPA,0.18,1.0
83,6.45,6.320300819616113,0.13,1.5,2.9,0.1,5,1,>10 LPA,-0.89,0.75
75,6.44,6.554439015903163,-0.11,2.3,2.2,2.0,2,0,>10 LPA,-0.9,0.95
87,4.4,5.079689590812971,-0.68,3.0,0.7,1.7,2,0,1-5 LPA,0.77,0.95
43,6.09,6.644286067389949,-0.55,0.3,1.1,0.0,4,1,<1 LPA,0.68,0.75
44,4.67,5.136057055047044,-0.47,1.8,0.9,0.1,5,1,1-5 LPA,-0.31,1.0
95,8.85,8.210047594638452,0.64,0.1,0.4,0.1,2,1,>10 LPA,0.24,0.4
76,9.69,8.163598290301353,1.53,1.4,1.1,0.4,4,1,1-5 LPA,-0.02,0.55
47,4.43,4.115557794350879,0.31,0.3,0.0,0.7,2,1,5-10 LPA,0.93,0.8
81,9.73,10.0,-0.27,0.4,0.2,0.8,4,1,5-10 LPA,0.9,0.45
88,7.14,8.254763622019546,-1.11,0.9,3.3,0.3,2,0,5-10 LPA,0.97,0.85
67,5.8,6.368439281838228,-0.57,1.1,2.1,2.4,1,1,1-5 LPA,0.73,0.8
70,4.46,4.803472658241388,-0.34,2.0,0.8,0.5,4,1,1-5 LPA,0.82,0.85
97,7.0,7.303711718708772,-0.3,0.2,1.1,0.0,1,1,>10 LPA,-0.57,0.8
48,8.77,8.325105002591375,0.44,1.4,0.7,0.4,1,1,5-10 LPA,0.66,0.7
93,8.24,8.135951765157104,0.1,0.4,2.0,0.8,1,1,5-10 LPA,0.42,0.4
90,4.3,5.635255620661065,-1.34,1.7,2.3,0.5,1,0,1-5 LPA,0.93,1.0
68,4.44,4.0,0.44,2.0,2.2,0.3,0,1,5-10 LPA,0.14,0.9
53,6.42,7.711823032567882,-1.29,1.6,1.9,0.1,5,1,1-5 LPA,-0.83,1.0
79,5.77,5.5123774764063525,0.26,2.7,0.3,1.7,3,1,1-5 LPA,0.19,0.65
80,5.39,6.450345687276062,-1.06,0.8,0.6,5.6,0,0,5-10 LPA,0.37,0.9
61,5.69,4.56454799240197,1.13,2.9,1.0,0.4,2,1,1-5 LPA,-0.56,1.0
50,8.82,9.28872336093172,-0.47,1.1,0.6,0.5,2,1,5-10 LPA,-0.21,0.9
62,9.58,8.990583891241902,0.59,1.3,2.1,1.0,5,1,1-5 LPA,0.2,0.55
40,6.43,5.2977862464606496,1.13,2.1,0.6,1.3,3,0,1-5 LPA,-0.25,1.0
85,9.44,9.614827233928755,-0.17,0.0,0.2,0.5,3,1,1-5 LPA,-0.25,0.55
76,5.93,6.737577430876775,-0.81,2.1,0.8,2.4,3,0,1-5 LPA,-0.73,1.0
60,6.86,6.184046849125203,0.68,1.9,5.9,0.8,1,1,1-5 LPA,0.88,0.75
65,5.36,4.160787231633279,1.2,0.7,0.4,0.6,0,1,5-10 LPA,0.5,0.8
85,7.84,7.766524188532036,0.07,0.2,1.4,1.0,2,0,5-10 LPA,-1.0,0.65
75,9.87,9.800051736978254,0.07,0.2,0.9,3.1,0,1,1-5 LPA,0.53,0.4
93,7.62,8.058655702043598,-0.44,5.1,0.1,1.6,0,1,1-5 LPA,0.48,0.8
62,6.15,6.909675657091591,-0.76,2.3,1.0,0.0,0,1,5-10 LPA,-0.98,1.0
96,7.89,7.842467854982004,0.05,0.3,1.8,0.4,3,1,5-10 LPA,-0.26,0.45
40,4.74,6.224402651835411,-1.48,0.9,1.1,0.6,5,1,5-10 LPA,0.21,1.0
93,9.33,9.509387795628234,-0.18,1.8,3.1,0.4,5,1,5-10 LPA,-0.09,0.7
94,7.02,6.74285879519448,0.28,3.6,0.5,1.2,3,1,1-5 LPA,0.56,0.55
90,6.7,5.410746112717738,1.29,0.1,0.1,1.8,2,1,1-5 LPA,-0.15,0.6
79,7.52,7.309872383747066,0.21,0.5,4.1,1.3,2,1,1-5 LPA,-0.69,0.65
54,7.75,7.4808904436710915,0.27,4.4,0.7,4.5,2,0,<1 LPA,0.95,0.95
60,4.43,5.198243837025176,-0.77,0.0,1.3,0.3,5,1,5-10 LPA,-0.52,0.95
86,8.1,8.469986899253483,-0.37,0.4,2.4,2.1,5,1,<1 LPA,0.44,0.35
48,5.45,4.506504702693906,0.94,6.4,0.6,1.5,0,1,>10 LPA,-0.71,1.0
92,8.28,8.417803509128829,-0.14,1.9,1.9,0.4,3,1,5-10 LPA,-0.34,0.75
48,8.94,9.477224937383243,-0.54,0.6,0.2,1.3,1,1,>10 LPA,-0.12,0.8
49,8.82,10.0,-1.18,0.1,0.5,0.1,0,1,>10 LPA,-0.62,1.0
91,7.32,8.030003173931249,-0.71,0.1,0.2,1.6,4,1,1-5 LPA,-0.1,0.65
96,7.12,7.728677323449182,-0.61,0.6,2.5,0.8,5,1,5-10 LPA,-0.69,0.75
92,4.86,4.908068795692131,-0.05,4.3,0.4,0.3,0,0,<1 LPA,0.12,1.0
65,8.65,8.96064960433876,-0.31,1.1,1.9,1.1,3,1,<1 LPA,0.33,0.65
80,5.63,6.629603920564927,-1.0,2.5,4.3,1.0,4,1,5-10 LPA,-0.88,1.0
74,6.98,5.913778082016281,1.07,5.0,1.1,0.2,0,1,<1 LPA,0.74,0.9
91,5.71,5.430448538226435,0.28,1.0,1.2,0.0,3,1,>10 LPA,-0.63,0.75
64,4.8,4.181945000995007,0.62,0.4,0.9,0.6,3,0,5-10 LPA,-0.55,0.9
65,7.78,8.0833224949809,-0.3,1.5,0.6,0.8,5,0,5-10 LPA,0.32,0.7
50,4.33,5.3141777405206305,-0.98,4.8,1.0,2.1,1,1,1-5 LPA,-0.06,1.0
77,8.49,8.01242057062314,0.48,3.3,1.4,2.6,0,1,5-10 LPA,-0.0,0.5
41,5.91,4.0,1.91,0.1,6.0,0.8,3,1,<1 LPA,-0.74,1.0
46,4.0,4.0,0.0,2.4,4.2,1.4,2,1,5-10 LPA,0.61,0.95
57,7.07,7.800778985613926,-0.73,1.7,3.0,0.6,3,0,<1 LPA,0.23,1.0
66,4.28,4.710103922359904,-0.43,4.8,3.3,1.4,1,0,5-10 LPA,-0.73,1.0
73,5.66,6.002548998248461,-0.34,0.3,0.9,0.2,3,1,1-5 LPA,-0.25,0.85
66,8.24,8.016005358500417,0.22,1.5,1.6,0.5,5,1,<1 LPA,0.62,0.55
56,4.38,4.0,0.38,4.2,3.4,1.0,0,1,1-5 LPA,0.14,1.0
82,9.04,9.452235457299572,-0.41,1.1,0.7,0.0,5,1,<1 LPA,-0.78,0.75
98,4.02,4.0,0.02,1.3,4.9,1.3,0,1,5-10 LPA,-0.25,0.95
83,5.48,7.227277386704365,-1.75,0.1,0.8,1.8,4,0,1-5 LPA,-0.51,1.0
98,8.45,8.906405766683612,-0.46,0.7,1.4,0.5,0,1,1-5 LPA,0.03,0.6
90,5.9,5.4354813579568395,0.46,0.8,1.9,0.6,4,1,1-5 LPA,0.69,0.55
93,4.61,4.120891802089098,0.49,5.8,4.5,1.9,5,0,1-5 LPA,-0.13,1.0
63,6.16,6.085644634709129,0.07,0.7,0.4,1.5,2,1,1-5 LPA,-0.13,0.7
64,5.62,5.4283984623826,0.19,1.2,2.1,0.3,1,1,5-10 LPA,0.81,0.8
46,9.06,9.953467020423965,-0.89,2.2,1.1,0.4,2,1,<1 LPA,0.15,0.8
91,5.88,6.029132935795237,-0.15,0.4,0.5,1.1,4,1,<1 LPA,0.13,0.65
45,8.73,8.144694608873177,0.59,1.3,2.2,0.8,3,1,1-5 LPA,-0.48,0.85
92,9.35,10.0,-0.65,2.7,1.2,0.2,3,0,1-5 LPA,0.22,0.7
63,6.6,6.639446665216178,-0.04,4.0,1.6,0.4,2,0,1-5 LPA,0.15,0.95
72,9.46,10.0,-0.54,2.0,0.6,2.3,3,0,1-5 LPA,-0.21,0.8
88,6.26,5.773418794044193,0.49,2.2,1.0,1.2,4,1,5-10 LPA,0.98,0.55
68,9.78,10.0,-0.22,0.3,1.4,4.3,5,0,<1 LPA,0.76,0.7
82,4.54,4.788887992914556,-0.25,5.8,0.8,1.5,1,1,1-5 LPA,0.5,0.9
61,8.12,6.608280566323077,1.51,0.3,0.3,2.8,0,0,1-5 LPA,0.07,0.65
65,6.96,8.572220088368512,-1.61,3.0,4.9,0.2,4,1,5-10 LPA,-0.08,1.0
67,6.33,7.362515568738038,-1.03,0.6,1.1,1.5,4,0,>10 LPA,-0.63,1.0
89,7.8,7.48224374708321,0.32,5.4,2.0,0.0,0,1,1-5 LPA,-0.39,0.9
60,8.22,7.338184207635316,0.88,2.5,0.8,1.1,0,0,>10 LPA,0.55,0.75
88,4.03,4.308049291042842,-0.28,2.8,0.7,0.6,1,1,1-5 LPA,-0.09,0.9
46,5.0,5.069358159531517,-0.07,0.5,0.8,0.4,1,1,<1 LPA,0.76,0.9
56,8.28,8.564535158850584,-0.28,1.2,0.8,2.0,1,1,<1 LPA,-0.7,1.0
59,8.0,8.153261916955271,-0.15,1.9,1.2,1.9,3,0,1-5 LPA,0.02,0.9
80,9.8,10.0,-0.2,2.9,1.2,0.0,4,0,1-5 LPA,0.29,0.7
88,8.57,9.727844559513446,-1.16,0.2,1.0,0.9,5,1,<1 LPA,0.03,0.6
59,9.7,10.0,-0.3,6.6,0.2,0.5,0,1,1-5 LPA,0.78,1.0
93,8.22,7.380275600872047,0.84,4.4,1.0,0.5,4,1,1-5 LPA,0.98,0.55
61,5.79,6.880050282169962,-1.09,0.6,0.3,1.8,4,1,<1 LPA,-0.77,1.0
67,4.63,5.94249165079063,-1.31,3.5,0.2,0.4,1,1,1-5 LPA,-0.74,1.0
79,8.69,10.0,-1.31,1.5,4.0,2.9,1,1,>10 LPA,-0.74,0.9
88,7.86,6.961204773408322,0.9,1.2,1.4,0.2,4,1,1-5 LPA,0.36,0.45
46,4.29,4.48430561052022,-0.19,0.8,1.6,1.1,1,1,5-10 LPA,-0.25,1.0
40,6.16,4.4943210374488105,1.67,1.7,0.8,1.1,3,0,5-10 LPA,0.47,0.8
71,9.74,10.0,-0.26,2.6,3.6,0.3,0,1,1-5 LPA,-0.19,0.95
52,7.0,6.561439761466582,0.44,1.1,1.5,0.4,4,0,1-5 LPA,0.26,0.9
69,6.6,8.138756635859963,-1.54,2.0,2.2,1.8,0,1,1-5 LPA,0.54,1.0
62,6.75,6.130308023985134,0.62,2.4,0.7,1.4,3,1,1-5 LPA,0.1,0.65
90,5.25,4.0,1.25,2.5,4.8,0.4,1,1,1-5 LPA,0.08,0.75
98,6.21,5.832989007437984,0.38,0.1,2.6,0.8,2,1,1-5 LPA,-0.82,0.7
95,6.22,4.639609783026289,1.58,3.9,2.9,0.1,3,1,<1 LPA,-0.18,0.65
58,4.31,4.910879563605848,-0.6,1.2,0.3,0.2,2,1,>10 LPA,0.09,1.0
71,8.61,6.957933562994943,1.65,0.6,0.5,0.7,0,1,1-5 LPA,-0.08,0.7
69,6.5,6.522766064946527,-0.02,0.6,0.5,0.1,4,0,5-10 LPA,0.8,0.7
68,8.93,7.267750544115042,1.66,1.3,0.5,1.9,1,0,1-5 LPA,0.81,0.75
88,9.1,8.843761756370686,0.26,4.4,2.9,1.3,3,1,>10 LPA,0.64,0.55
84,5.27,6.584702524643626,-1.31,1.0,0.0,2.9,1,0,1-5 LPA,-0.25,1.0
68,7.94,8.228518313148637,-0.29,2.8,0.1,1.2,2,1,1-5 LPA,0.43,0.7
69,6.83,6.1392051160280525,0.69,0.2,0.5,2.8,2,1,>10 LPA,-0.21,0.6
55,9.28,9.255037208848732,0.02,1.3,0.3,0.8,5,1,5-10 LPA,-0.53,0.85
79,5.29,5.304413497635557,-0.01,8.0,0.4,0.9,4,1,<1 LPA,-0.31,1.0
58,8.07,8.448104276674725,-0.38,2.9,2.4,3.8,2,1,<1 LPA,-0.86,0.9
57,7.65,6.556513309375339,1.09,0.5,1.2,1.0,4,1,5-10 LPA,-0.34,0.75
40,5.77,6.244053819077864,-0.47,1.4,0.0,0.0,5,1,5-10 LPA,-0.08,1.0
53,4.82,4.0,0.82,0.5,0.8,1.3,3,0,1-5 LPA,0.91,0.9
90,7.91,7.4060923581089515,0.5,1.1,0.8,2.4,5,1,1-5 LPA,-0.37,0.55
86,8.43,8.039380926038763,0.39,3.0,0.2,1.6,4,1,5-10 LPA,0.8,0.45
89,5.89,6.396661460856991,-0.51,3.0,1.7,0.9,2,1,1-5 LPA,-0.54,1.0
41,7.87,7.8881046821414955,-0.02,0.5,1.8,1.1,0,1,5-10 LPA,-0.62,1.0
93,6.37,5.245549556914971,1.12,5.1,1.9,4.6,4,1,<1 LPA,0.04,0.55
67,8.28,7.492005499346387,0.79,1.8,2.0,0.1,1,1,>10 LPA,0.35,0.6
88,5.2,5.358944007637926,-0.16,1.0,0.0,1.1,0,1,5-10 LPA,-0.91,1.0
89,9.34,9.276746126508355,0.06,1.4,4.6,0.3,4,1,5-10 LPA,-0.56,0.7
69,5.72,5.256700712291402,0.46,1.9,2.5,1.0,1,0,1-5 LPA,-0.09,1.0
77,6.21,5.825332968390416,0.38,1.6,3.5,0.9,5,1,<1 LPA,-0.34,0.8
90,4.35,4.906934397727431,-0.56,1.3,0.0,0.2,0,1,1-5 LPA,0.43,0.9
43,4.67,4.255845941704628,0.41,1.4,4.1,0.2,4,0,5-10 LPA,0.02,0.95
40,7.1,7.029527004776741,0.07,0.4,2.5,1.0,3,1,5-10 LPA,-0.68,0.85
47,5.61,7.345949270464435,-1.74,3.4,2.7,0.1,5,0,1-5 LPA,0.79,1.0
68,9.01,7.8710538904928615,1.14,1.6,0.1,0.3,1,1,5-10 LPA,-0.41,0.8
94,4.09,4.0,0.09,0.3,2.0,1.8,3,1,5-10 LPA,0.46,0.55
78,6.27,6.8968717318388855,-0.63,2.9,4.8,0.4,2,1,<1 LPA,0.56,0.75
42,6.02,5.477085550964717,0.54,5.4,1.7,0.7,5,1,1-5 LPA,0.93,0.85
71,4.12,4.0,0.12,5.9,1.3,2.8,5,0,5-10 LPA,-0.0,0.8
49,4.75,4.125074897495109,0.62,0.9,4.4,0.3,4,0,1-5 LPA,0.23,0.95
49,6.48,6.272159887385991,0.21,0.3,0.9,0.5,4,1,5-10 LPA,-0.33,0.85
58,6.96,8.238830489677074,-1.28,1.5,1.4,0.9,1,1,1-5 LPA,0.36,1.0
85,6.43,7.071702766894495,-0.64,0.2,1.0,1.4,5,1,>10 LPA,-0.07,0.65
73,7.19,7.879778809509582,-0.69,5.4,4.1,2.3,4,1,<1 LPA,-0.12,0.9
99,7.57,6.4370183553658835,1.13,0.4,0.1,2.5,2,1,1-5 LPA,0.71,0.3
72,4.06,4.0,0.06,0.6,1.0,1.5,4,1,<1 LPA,-0.9,0.85
62,6.78,4.508737072411659,2.27,1.0,1.7,0.3,5,1,<1 LPA,0.76,0.55
94,9.78,9.132495343133796,0.65,1.0,2.4,0.0,0,0,1-5 LPA,0.7,0.65
67,7.11,7.875362549108527,-0.77,3.2,1.3,0.5,3,1,<1 LPA,0.01,0.75
71,8.07,8.483557212598697,-0.41,1.2,3.6,0.2,5,1,>10 LPA,-0.02,0.8
89,5.87,5.692789389638301,0.18,0.4,4.3,1.2,2,0,>10 LPA,-0.28,0.8
46,8.64,8.622159773025558,0.02,0.6,0.1,1.1,5,1,1-5 LPA,0.99,0.55
68,8.64,8.088891565939676,0.55,1.4,0.8,0.0,2,1,5-10 LPA,-0.78,0.8
47,7.13,7.293807105921427,-0.16,0.3,0.0,1.8,5,1,1-5 LPA,0.18,0.75
40,9.86,10.0,-0.14,1.9,0.6,0.3,3,1,5-10 LPA,0.36,0.75
96,4.75,4.0,0.75,1.7,1.2,0.6,3,0,5-10 LPA,0.87,0.7
94,4.1,4.339718150269878,-0.24,2.5,3.6,1.1,2,1,<1 LPA,0.56,0.85
42,8.62,9.365947896763734,-0.75,5.6,2.8,0.6,5,0,5-10 LPA,0.29,0.9
63,8.84,8.507919768829304,0.33,4.9,0.2,0.6,3,1,5-10 LPA,-0.77,0.85
62,4.72,5.280560489696467,-0.56,5.8,0.1,0.1,1,1,1-5 LPA,-0.25,1.0
98,5.59,7.841723555578042,-2.25,0.6,1.3,0.5,5,1,>10 LPA,-0.72,1.0
47,4.11,4.0265257656104865,0.08,0.3,1.1,1.4,3,0,>10 LPA,0.76,0.8
93,5.76,6.074645640004259,-0.31,0.7,0.5,2.5,0,1,1-5 LPA,0.5,0.7
96,8.64,8.049554333070887,0.59,4.5,3.4,0.5,0,1,5-10 LPA,0.52,0.75
86,7.11,7.255000930081641,-0.15,7.2,3.9,0.6,1,1,>10 LPA,0.3,0.85
76,6.09,6.458217299985843,-0.37,3.9,0.8,1.2,3,1,1-5 LPA,0.01,0.65
42,6.23,6.385873872216111,-0.16,0.2,3.3,2.9,0,0,1-5 LPA,-0.7,1.0
90,4.01,4.0,0.01,5.9,0.7,0.3,5,1,<1 LPA,-0.34,0.95
72,5.8,5.96508941706036,-0.17,1.1,2.0,0.6,4,1,>10 LPA,-0.73,1.0
67,7.88,9.04975675097411,-1.17,0.0,1.0,1.6,3,1,5-10 LPA,0.45,0.7
86,9.85,10.0,-0.15,1.2,0.2,0.9,1,1,<1 LPA,-0.68,0.8
47,9.08,9.849589751257472,-0.77,0.1,3.9,0.1,3,1,>10 LPA,0.4,0.7
73,4.14,4.0,0.14,1.6,0.9,1.0,2,1,5-10 LPA,0.38,0.8
74,9.39,9.98992019153897,-0.6,0.8,2.0,0.2,2,1,>10 LPA,-0.08,0.7
71,8.7,8.92341427057322,-0.22,1.3,0.7,0.7,0,0,<1 LPA,-0.73,1.0
63,8.68,7.919271416250214,0.76,1.9,0.0,0.8,2,0,1-5 LPA,-0.37,0.95
53,6.75,7.004816803839099,-0.25,4.1,0.2,2.1,1,1,5-10 LPA,-0.36,1.0
71,6.39,5.5966426692477516,0.79,2.2,1.0,0.6,0,0,1-5 LPA,0.4,0.95
95,5.82,5.313695780092167,0.51,1.1,1.8,0.3,1,1,5-10 LPA,-0.77,0.9
85,4.39,4.541462645833899,-0.15,3.4,0.6,0.3,5,1,5-10 LPA,0.66,0.75
82,5.37,5.607795418704099,-0.24,4.7,1.8,2.1,1,1,1-5 LPA,0.52,0.8
55,5.48,4.528614027938297,0.95,0.3,1.8,0.2,2,1,5-10 LPA,-0.63,1.0
43,6.9,7.743188616946301,-0.84,1.5,1.8,0.6,5,1,<1 LPA,0.44,0.85
